Protein,Actin filaments,Cell Junctions,Centriolar satellite,Centrosome,Cytokinetic bridge,Cytoplasmic bodies,Cytosol,Endoplasmic reticulum,Endosomes,Focal adhesion sites,Golgi apparatus,Intermediate filaments,Lipid droplets,Lysosomes,Microtubules,Midbody,Midbody ring,Mitochondria,Mitotic spindle,Nuclear bodies,Nuclear membrane,Nuclear speckles,Nucleoli,Nucleoli fibrillar center,Nucleoplasm,Peroxisomes,Plasma membrane,Vesicles
ENSP00000386796,0.99712235,0.6574037,0.6432593,0.49492002,0.38132736,0.955887,0.15018989,0.049030278,0.91492563,0.07299125,0.65349853,0.68219334,0.75424683,0.9265608,0.9506327,0.82682616,0.8645395,0.013165992,0.9097694,0.42223516,0.5042799,0.4054058,0.01099246,0.49918285,0.6952417,0.89846736,0.9527726,0.50420904
ENSP00000312673,0.9498056,0.19906974,0.9812387,0.022507316,0.923648,0.98989755,0.35877842,0.6523219,0.9906789,0.7941455,0.71046484,0.9610624,0.92760944,0.9940281,0.9648523,0.9680054,0.8976174,0.0019132567,0.9777406,0.022695994,0.8995119,0.00018802301,0.001554399,0.854695,0.95076054,0.98259014,0.8389076,0.95541155
ENSP00000329452,0.99608094,0.007113379,0.38366324,0.09318228,0.19502877,0.45277497,0.21883164,0.009592778,0.42490363,0.6248703,0.03357696,0.5801643,0.43188605,0.46859503,0.53363085,0.61072993,0.7444014,0.994945,0.5684478,0.03834732,0.017378405,0.012368045,0.0007805324,0.24258074,0.3626917,0.3691603,0.10863871,0.087787144
ENSP00000362109,0.23875861,0.14568013,0.9482332,0.04664801,0.8949609,0.958686,0.2736083,0.037690874,0.8778045,0.73188776,0.19517875,0.8265002,0.9679346,0.89904696,0.5125315,0.88807094,0.8915239,0.0061040632,0.9401372,0.018219942,0.47115594,0.020034704,0.000106781095,0.36034343,0.9720174,0.95741236,0.83717334,0.8713865
ENSP00000380131,0.9723425,0.8771853,0.67073286,0.061394773,0.76827526,0.9690335,0.21516827,0.5883976,0.90534526,0.78179306,0.58108586,0.83839655,0.6718856,0.94531894,0.96982867,0.9069821,0.8934271,0.0025237922,0.9287381,0.18002935,0.6484551,0.0074092573,6.837471E-05,0.67055184,0.52938384,0.8758602,0.42709926,0.5675811
ENSP00000215637,0.9713114,0.85142994,0.89979666,0.10240106,0.83010787,0.97839785,0.52871597,0.859419,0.9800797,0.5776699,0.34065047,0.8322314,0.920954,0.9869013,0.7568568,0.92741984,0.9095714,0.011236221,0.96062446,0.40311423,0.80261683,0.002131621,9.8328965E-05,0.8964399,0.8494422,0.9486443,0.9525181,0.8790059
ENSP00000367355,0.9615255,0.17257905,0.31849203,0.12647124,0.12857446,0.87483525,0.32842362,0.00160392,0.38312486,0.8533859,0.060100842,0.18016347,0.53353566,0.58078235,0.1849659,0.74677926,0.8555467,0.0016639929,0.70778495,0.24330838,0.08916234,0.09440122,0.00039011196,0.3137958,0.98835623,0.85798365,0.69558084,0.7395757
ENSP00000053243,0.9775055,0.83295554,0.9297763,0.20315155,0.9748104,0.96828544,0.68326557,0.9033597,0.9761199,0.8635794,0.41859916,0.9551386,0.96259946,0.9817053,0.80242676,0.9634822,0.9051451,0.0150700435,0.96271014,0.8423814,0.9181401,0.015907547,0.0047207223,0.93996805,0.68152755,0.9657167,0.60317504,0.6618158
ENSP00000362863,0.9708681,0.014848634,0.12884027,0.016103337,0.0815956,0.041467886,0.96206343,0.44208574,0.22748616,0.0052206186,0.7540061,0.024821421,0.12385863,0.18088919,0.08933332,0.22872394,0.33335423,0.0067332964,0.09041414,0.052317098,0.04105761,0.1800405,0.008451021,0.0022873608,0.17651653,0.110448174,0.16442688,0.016136471
ENSP00000261340,0.9996286,0.73206973,0.74712723,0.24097368,0.91453046,0.9720629,0.26495665,0.5855826,0.93193215,0.6804966,0.6649665,0.7784662,0.80741614,0.9550923,0.9672043,0.9256066,0.90032303,0.09906047,0.9325767,0.8789591,0.757945,0.022866338,0.07245423,0.9178961,0.7285312,0.9139417,0.52257836,0.42454824
ENSP00000301420,0.66681755,0.14185217,0.6427859,0.012227853,0.9265853,0.9398432,0.13462189,0.46712044,0.9159308,0.8060985,0.99109256,0.85898966,0.52484196,0.9389437,0.87797934,0.8709124,0.8682277,0.1763358,0.92975163,0.098200016,0.14109807,0.0005143993,0.0004072879,0.13063528,0.18728067,0.7366646,0.46010187,0.97910476
ENSP00000430497,0.9155098,0.026397947,0.16687465,0.035070103,0.12823075,0.3644324,0.014714629,0.0011739298,0.5075413,0.03449906,0.02663092,0.034713432,0.20097515,0.689779,0.64043766,0.72378033,0.79645973,0.00020723463,0.72266555,0.056172512,0.38985842,0.0030312233,0.0011900944,0.06281233,0.9995056,0.6926161,0.006303331,0.052396297
ENSP00000361608,0.999581,0.9182984,0.8632196,0.78262,0.8080426,0.97238076,0.3063767,0.6288573,0.95066226,0.9988436,0.3286077,0.9724681,0.84208524,0.95588183,0.99750096,0.8865122,0.8859219,0.5106032,0.9413783,0.65191895,0.08382549,0.8761855,0.022127258,0.9576971,0.5852115,0.84228873,0.62646776,0.12761472
ENSP00000354610,0.81731844,0.0026886924,0.8041629,0.17094631,0.92146975,0.94729084,0.8205139,0.36215764,0.9127258,0.9128652,0.6839236,0.6918991,0.6154827,0.9280497,0.96380943,0.9097667,0.87298536,0.6737606,0.9252951,0.015650457,0.038053103,0.0042458675,0.0009151594,0.47182915,0.102859244,0.7474111,0.15294336,0.98648447
ENSP00000343957,0.9387107,0.6646098,0.9560046,0.09254345,0.9228837,0.89994115,0.95551467,0.11183349,0.98333555,0.7980533,0.08620301,0.82026464,0.96054524,0.98620814,0.19747858,0.9257864,0.91112226,0.02768768,0.9676048,0.031646162,0.69313735,0.0009675869,0.012212195,0.98267835,0.98003644,0.96808416,0.0650965,0.15544078
ENSP00000363412,0.99688727,0.030858368,0.865577,0.18578692,0.2346697,0.7207028,0.8827375,0.20643045,0.6178512,0.944953,0.0058796466,0.44112226,0.29911542,0.6168193,0.93775284,0.76233506,0.792736,0.9799391,0.77972794,0.15642251,0.858252,0.3807235,0.002174054,0.11162058,0.039768923,0.610202,0.08450247,0.2395835
ENSP00000292114,0.40325153,0.00015485067,0.04106601,0.00034960403,0.015994597,0.080842726,0.026068613,0.08706232,0.042043053,0.02033947,0.09779148,0.020007152,0.14629868,0.034072917,0.024243508,0.061946783,0.30161843,0.8493397,0.082846865,0.0043836674,0.0051946146,0.0054205246,0.00031842303,0.002706938,0.03979182,0.06734748,0.011437779,0.1097683
ENSP00000194130,0.2477398,0.01638513,0.6318528,0.019364681,0.6297718,0.8051182,0.1905319,0.12698433,0.49637422,0.27386266,0.1784848,0.578389,0.62433994,0.61053103,0.88048583,0.78347737,0.8674605,0.22079153,0.83628935,0.003153657,0.0013908425,0.03856029,0.0007820677,0.36127558,0.8916188,0.4895291,0.80018836,0.6506346
ENSP00000333779,0.996157,0.5558283,0.88714653,0.1972964,0.9487698,0.9892142,0.52903163,0.8653354,0.9674653,0.8679415,0.13381915,0.80034786,0.96676904,0.9782493,0.8707453,0.9431509,0.9240631,0.01653155,0.950399,0.84425247,0.8773317,0.046143714,0.004235888,0.9756832,0.84066945,0.97591466,0.97382426,0.7367678
ENSP00000365465,0.86587846,0.08717253,0.038260177,0.003294442,0.6374088,0.10573712,0.8367143,0.28556532,0.03312815,0.19397572,0.9013315,0.65999675,0.09672114,0.053845465,0.0051784404,0.39141172,0.34521097,0.061241347,0.2219643,0.08045673,0.13837624,0.0016774458,0.0024705136,0.14614643,0.20671695,0.040094636,0.411833,0.036272228
ENSP00000337572,0.67977995,0.40635398,0.6391013,0.115345486,0.44767508,0.8793407,0.88687605,0.5627382,0.8760426,0.6283051,0.94917965,0.5859149,0.71921825,0.8912749,0.92775804,0.7172714,0.89098954,0.0023134497,0.8757365,0.00939595,0.24630535,0.058623064,0.00048004388,0.012696984,0.57318985,0.85256106,0.81836057,0.3406496
ENSP00000368688,0.79170376,0.00043656063,0.033173863,0.0017378123,0.01341326,0.009783239,0.35201165,0.00023391185,0.040229768,0.036711548,0.00013252888,0.0025946868,0.0128652025,0.027936487,0.0074497038,0.049399313,0.104076274,0.99917996,0.035691664,0.0060515665,0.00013907491,0.00015887199,0.00020023558,0.004083148,0.013273752,0.022441464,0.0015325027,0.00049206
ENSP00000262096,0.9935057,0.13587776,0.73806435,0.60931396,0.7552525,0.906686,0.6227818,0.49897316,0.7764201,0.41049275,0.9668485,0.7848505,0.79670537,0.7486323,0.95656496,0.83535117,0.88361037,0.001771839,0.851747,0.287107,0.17420891,0.08243551,0.002589177,0.082964994,0.5588768,0.84042555,0.33941945,0.7670501
ENSP00000370812,0.9903306,0.5056474,0.9563542,0.33251816,0.86443686,0.9972843,0.14447033,0.76606774,0.97818416,0.99481326,0.92054886,0.90744287,0.9023951,0.98720294,0.99599785,0.9335482,0.89693004,0.0042672805,0.9447388,0.31357566,0.79692405,0.021041995,0.0004945045,0.8396411,0.6841708,0.95048785,0.89262056,0.5879969
ENSP00000373964,0.9946072,0.72960544,0.7225284,0.086892195,0.46719944,0.9373553,0.7631856,0.010237036,0.7825793,0.99869126,0.025697472,0.7375583,0.6626769,0.9251195,0.6379529,0.78188545,0.85056984,0.00065873313,0.8093593,0.24527441,0.3111395,0.43468285,0.0069147907,0.94720083,0.5334855,0.85324717,0.72305864,0.059548546
ENSP00000313581,0.9965693,0.9689996,0.98368907,0.77979404,0.9912523,0.9940648,0.051356334,0.79009295,0.99262136,0.9949407,0.8375331,0.95442164,0.94079363,0.99717873,0.9611877,0.96965647,0.9194533,0.10246212,0.98924994,0.9347337,0.8871405,0.0059693446,0.00088191294,0.4361692,0.9875027,0.96631116,0.094240464,0.871034
ENSP00000469332,0.9991678,0.6639342,0.8572275,0.71314216,0.73013407,0.75836515,0.9245681,0.22155946,0.8330838,0.23875763,0.7947035,0.9671163,0.69918954,0.83645093,0.95989525,0.7321984,0.8791531,0.012933945,0.91353124,0.31108433,0.68762535,0.37500572,0.002020295,0.39772218,0.098679975,0.78943706,0.18424533,0.88133276
ENSP00000314223,0.99481755,0.105523415,0.8040637,0.46119562,0.4311042,0.8142328,0.31241944,0.120652296,0.91366327,0.003286365,0.512587,0.7790833,0.50557387,0.9081786,0.9838527,0.8667386,0.87684935,0.0068622883,0.8629908,0.124639675,0.8862067,0.04687642,0.0072043194,0.081998914,0.59052455,0.8722764,0.81069535,0.81160706
ENSP00000249284,0.9302588,0.16888754,0.6450282,0.14333323,0.27273327,0.48540512,0.17907426,0.24145217,0.8840249,0.004240728,0.19026974,0.8025169,0.48631716,0.90649384,0.93192315,0.75796026,0.85218084,0.0064481716,0.8535001,0.43911555,0.7841104,0.007580093,0.0062175137,0.12556632,0.3474709,0.7674134,0.9844268,0.97426635
ENSP00000011292,0.9306179,0.1632654,0.9187586,0.38653773,0.98301923,0.9868846,0.19755846,0.9061072,0.97731775,0.63635886,0.9814902,0.94589543,0.867054,0.9811273,0.9927359,0.9566571,0.9234602,0.013484623,0.9803277,0.47586474,0.62158567,0.02655504,0.0024867717,0.61084,0.8217546,0.94075745,0.080791116,0.87226874
ENSP00000393511,0.9955619,0.31123176,0.70824414,0.31028068,0.29527336,0.96875346,0.8134558,0.041746166,0.93115467,0.714269,0.6897984,0.8457629,0.7944285,0.9277593,0.82592875,0.8581711,0.8754869,0.026856022,0.90690243,0.19006358,0.70259243,0.2185516,0.0036599534,0.41152006,0.6438432,0.93394554,0.811906,0.32252532
ENSP00000385312,0.9952947,0.08051695,0.8727925,0.23484638,0.6296298,0.7442473,0.34616747,0.028086588,0.82280886,0.70397156,0.020144092,0.42181125,0.53161246,0.8195719,0.9772589,0.88688976,0.83406854,0.99670523,0.78693575,0.27137765,0.04986702,0.009669324,0.06369794,0.26815683,0.10962482,0.5234756,0.04536345,0.029290676
ENSP00000216968,0.9969279,0.7142683,0.97609276,0.5987934,0.9603758,0.9962745,0.10167275,0.98774016,0.98641086,0.99141616,0.9484351,0.99278396,0.93937063,0.98693746,0.9993446,0.9575437,0.8925944,0.3372588,0.9636941,0.8560198,0.80005336,0.016701894,0.0017518346,0.9347602,0.09439261,0.9592306,0.82172453,0.96521145
ENSP00000360215,0.93959177,0.8605916,0.87942797,0.13455437,0.8935201,0.8024904,0.9914451,0.039867487,0.94846624,0.9778725,0.056287106,0.9350582,0.9126863,0.9650716,0.07904889,0.8744259,0.87305886,0.042348642,0.93776613,0.10189552,0.823637,0.005439867,0.03585279,0.97907686,0.8849455,0.9032137,0.037800405,0.003595781
ENSP00000479850,0.78700334,0.036776155,0.5023245,0.123624496,0.8287752,0.9550938,0.94708127,0.8574476,0.8967703,0.92958647,0.45078704,0.61723953,0.816083,0.9239222,0.8468074,0.84400976,0.8857235,0.34291077,0.95341706,0.015207095,0.01592972,0.0040237154,0.003248079,0.15012959,0.27534166,0.8584808,0.4364758,0.31379625
ENSP00000376403,0.6095995,0.0009498929,0.14647126,0.0008524279,0.012891333,0.012770584,0.76774,0.06790159,0.1712071,0.007534824,0.8687128,0.013798183,0.1406092,0.20155483,0.7917125,0.072816096,0.20498428,0.00015923362,0.08642542,0.006916242,0.060494807,0.0025994224,0.0043674367,0.002040493,0.28668958,0.056643236,0.837086,0.29969814
ENSP00000343900,0.081590846,0.0012770016,0.072277725,0.003965457,0.0017961132,0.15092333,0.42331105,0.00013783439,0.3336831,0.6090385,0.0011638342,0.020853752,0.08252256,0.5049462,0.41156045,0.42943704,0.5472537,0.0013634464,0.58917755,0.086513326,0.10372969,0.10931583,0.011393335,0.074003704,0.9968999,0.510434,0.0003194648,0.004762521
ENSP00000228938,0.98408645,0.4714953,0.9587245,0.08342367,0.9212577,0.99508363,0.1411205,0.89162475,0.99054074,0.98904765,0.98470587,0.944851,0.9145047,0.993271,0.99369854,0.93209136,0.901534,0.09925501,0.9654577,0.12116825,0.5591264,0.022096772,0.0014795858,0.8850271,0.19118328,0.9551709,0.6578332,0.98464966
ENSP00000431719,0.96976185,0.12838925,0.37959248,0.046217177,0.10593276,0.08755483,0.10471718,0.025401078,0.77045864,0.0053179385,0.17499359,0.5093597,0.21309172,0.8134918,0.8646647,0.62513876,0.6955871,0.0006384512,0.6234043,0.4195958,0.75543016,0.002477131,0.019052345,0.07307506,0.58991635,0.4457406,0.99069947,0.85177416
ENSP00000221856,0.99393183,0.48662207,0.1288625,0.07693631,0.11689963,0.13616851,0.8092747,0.035432946,0.24386023,0.8696847,0.0014810851,0.36937526,0.050636444,0.25517192,0.22809638,0.4990866,0.39511645,0.00070298417,0.2261536,0.3148264,0.18182841,0.009524973,0.0049618203,0.010033769,0.8363084,0.15480402,0.5829867,0.0046326593
ENSP00000300255,0.9394429,0.06564771,0.36139005,0.11386471,0.18153419,0.69121087,0.06401371,0.20284253,0.6211763,0.10599634,0.38971335,0.075290345,0.4145653,0.7502738,0.96476316,0.8004934,0.83085126,0.008957276,0.8013617,0.08075407,0.054824058,0.023836652,0.08295333,0.17420287,0.9756915,0.7828264,0.35717544,0.08452207
ENSP00000483981,0.031511366,0.00027122014,0.044914953,0.00067849667,0.00012076781,0.010742916,0.00056752894,0.0001857384,0.12952235,0.17584659,0.00568728,0.0035777818,0.022712018,0.22727123,0.024380324,0.14596209,0.3174388,0.0001353959,0.22967224,0.0040203086,0.02314227,0.014212648,0.0030199469,0.014380484,0.99352103,0.22495875,1.4692634E-05,0.009629864
ENSP00000346809,0.7075266,0.002136655,0.34690723,0.0050540217,0.29082334,0.58443326,0.85533196,0.66802657,0.24367581,0.12033342,0.72687656,0.067979515,0.44712666,0.27911818,0.8239079,0.54606396,0.7454013,0.0056019477,0.6141105,0.01777464,0.04893902,0.002630061,0.00023485807,0.0038178728,0.24362892,0.43913323,0.35548896,0.57801557
ENSP00000305919,0.35253432,0.02437466,0.71807456,0.044792958,0.58104724,0.8122553,0.94521016,0.27238935,0.7670569,0.99654365,0.02204085,0.2532926,0.3743851,0.7677139,0.24069355,0.79802173,0.8148242,0.47400326,0.89001477,0.08541968,0.092757985,0.0036038882,0.0014067716,0.13262308,0.302619,0.67107743,0.041192304,0.035892457
ENSP00000364685,0.6938974,0.03648055,0.5461519,0.014887605,0.10642163,0.9537804,0.19740057,0.29996383,0.66134214,0.9490181,0.6725221,0.10648016,0.57018673,0.87545156,0.87018317,0.89081377,0.8840935,0.0008493569,0.8723652,0.019901896,0.21812423,0.01881713,0.0013280135,0.29167414,0.5493321,0.87687075,0.52450037,0.69277006
ENSP00000263285,0.86788255,0.3659909,0.576219,0.014078743,0.79582417,0.90641797,0.5041178,0.38464922,0.8240047,0.4213231,0.034471598,0.36634678,0.8644399,0.91677237,0.42958325,0.8241194,0.89813495,0.0017014473,0.90087295,0.40696278,0.6691124,0.01713722,0.0008852157,0.67810124,0.6935486,0.9148641,0.96950716,0.7970321
ENSP00000382770,0.95271903,0.1456554,0.39658353,0.034211006,0.36597782,0.5047721,0.6585842,0.058464702,0.607066,0.019166926,0.38679203,0.23826614,0.34660852,0.62840366,0.7730193,0.7727134,0.83174616,0.009382231,0.7853947,0.061759185,0.24653581,0.046543628,0.025075596,0.04592329,0.26584947,0.72808903,0.46682182,0.874836
ENSP00000322649,0.90756285,0.0028362987,0.058936104,0.00058546074,0.02518266,0.0026496628,0.6039868,0.006878046,0.13181025,0.25186485,0.0003342322,0.023475155,0.0046338653,0.08140637,0.13337205,0.042080674,0.06806091,0.94650674,0.07988712,0.00014631118,0.035606086,0.016167535,0.0021041692,0.0011291046,0.00023601664,0.03460409,0.8889438,0.2566248
ENSP00000216338,0.9978656,0.6172988,0.91447693,0.07827738,0.9484135,0.97293866,0.4732192,0.961947,0.96975017,0.7524274,0.8164959,0.9238021,0.8611284,0.9761048,0.9790897,0.9352953,0.9043963,0.041942533,0.9450973,0.9344935,0.93636763,0.007976018,0.006492535,0.9307355,0.25723994,0.92750895,0.4829699,0.94987607
ENSP00000381133,0.9662631,0.20061682,0.8699666,0.02963082,0.9425251,0.97911006,0.5965715,0.72204655,0.9289699,0.9772879,0.7813488,0.5957285,0.73511595,0.96055675,0.9640039,0.9264069,0.88579935,0.003388909,0.94123274,0.12175414,0.27648237,0.0009972313,0.0010430032,0.5109537,0.72379357,0.8586688,0.82799655,0.73938036
ENSP00000484689,0.9821847,0.4561214,0.76270455,0.11893087,0.9132935,0.80787414,0.9836577,0.37980437,0.91218084,0.5581328,0.21538009,0.7799533,0.85854626,0.89963645,0.091189265,0.8103708,0.90278524,0.10797518,0.94301057,0.33511198,0.660171,0.0067379884,0.05450582,0.8319884,0.42407984,0.8764802,0.09753293,0.025260001
ENSP00000329991,0.5672034,0.3670693,0.8673823,0.02607825,0.79135084,0.8054249,0.9723116,0.21370828,0.9145593,0.20921612,0.11130338,0.5234959,0.882318,0.95444226,0.075139105,0.8674615,0.88686705,0.009616397,0.94705606,0.005090138,0.3190521,0.00041854923,0.015914246,0.8354268,0.86903614,0.9387561,0.84587073,0.12671885
ENSP00000369440,0.9997635,0.9270786,0.8972183,0.20389274,0.7939103,0.9203769,0.76413184,0.12886514,0.9503666,0.9639062,0.06865173,0.9601138,0.8621819,0.9590937,0.26655844,0.8790226,0.91102743,0.28353053,0.9399073,0.8186406,0.9290211,0.021740897,0.10833311,0.7479116,0.9591169,0.8559114,0.15801066,0.01812078
ENSP00000485514,0.88261765,0.5757794,0.5097743,0.05885794,0.0835534,0.8783882,0.56781876,0.005706441,0.65302616,0.9581319,0.22703464,0.2617743,0.46792412,0.7977484,0.4820716,0.82860786,0.8455016,0.0004204066,0.7616772,0.011010695,0.2754378,0.0179814,1.3937318E-05,0.30210468,0.79931855,0.7926553,0.17973346,0.61345506
ENSP00000317817,0.9989816,0.94139373,0.9781853,0.43595216,0.9782464,0.97987646,0.9983674,0.9266727,0.9827358,0.9991526,0.1835636,0.98414844,0.9631906,0.9850343,0.99525344,0.93500286,0.9046828,0.024054132,0.9695719,0.70253813,0.9815906,0.32287002,0.0014342031,0.9957124,0.022193078,0.9713585,0.84846544,0.100205936
ENSP00000449756,0.98276716,0.03167456,0.8625819,0.3003872,0.9369376,0.95862556,0.5099565,0.7723129,0.92072535,0.35989985,0.35884678,0.9656648,0.8390225,0.9182997,0.99376434,0.87185997,0.9157257,0.3660295,0.9508991,0.08322766,0.056858316,0.116895035,0.0011591194,0.57076293,0.08552568,0.81217533,0.7642903,0.69063765
ENSP00000310375,0.99989516,0.22502053,0.8305077,0.7552477,0.9094292,0.9451352,0.56411695,0.582388,0.956989,0.7021636,0.8642809,0.9682542,0.7178852,0.95275646,0.9500722,0.8603927,0.8921862,0.163861,0.9477816,0.65251106,0.81543624,0.5374747,0.02993842,0.7214051,0.16292626,0.8841874,0.45842162,0.8391429
ENSP00000355387,0.9981949,0.44356605,0.7412461,0.6605828,0.6640438,0.850039,0.3555623,0.15569368,0.8056292,0.0016032746,0.96912104,0.76125896,0.7958236,0.7731484,0.8329895,0.85305464,0.8931178,0.042031348,0.91583234,0.49609417,0.6459197,0.1792787,0.0007337506,0.21195357,0.49818543,0.90208983,0.18313085,0.74983466
ENSP00000367312,0.9918119,0.47408575,0.8466809,0.30042824,0.8527014,0.96247673,0.8608683,0.95017684,0.8629276,0.98723495,0.83981776,0.7564702,0.8836215,0.91697645,0.85594696,0.87373483,0.8940168,0.050427772,0.9380303,0.2780119,0.74007535,0.28357178,0.008434146,0.75093114,0.88209087,0.90009516,0.30981317,0.06346607
ENSP00000337065,0.9966962,0.78650886,0.87116295,0.15710728,0.788979,0.993801,0.10671942,0.6130582,0.9854371,0.9547623,0.9230535,0.93159854,0.8914183,0.99017775,0.96501744,0.9504588,0.9069566,0.025807401,0.94810945,0.4504633,0.9101674,0.010096854,0.00062148104,0.8751261,0.74026996,0.9619651,0.9351359,0.9009874
ENSP00000261374,0.87129694,0.022181852,0.5540017,0.0073618274,0.22232732,0.898923,0.3346795,0.4662874,0.7212842,0.12778075,0.9404219,0.044534348,0.4621551,0.77803135,0.6167611,0.6967679,0.8285448,0.0047733793,0.7692721,0.0541177,0.72696626,0.000585912,0.0008654761,0.036105458,0.8176046,0.8327399,0.4214775,0.34917703
ENSP00000289248,0.9992729,0.30024406,0.8884257,0.20818006,0.90483874,0.98514664,0.24170466,0.5968968,0.9009814,0.9684565,0.9797424,0.85438347,0.8276586,0.8866198,0.9896248,0.8635031,0.8970477,0.84943265,0.93219066,0.15349843,0.11855977,0.06173968,0.0019390616,0.4903696,0.2247366,0.87492305,0.7518397,0.8696374
ENSP00000354553,0.19962227,0.0010059518,0.20257843,0.0037999542,0.046513353,0.013206906,0.15141045,0.041728366,0.101540215,0.010930919,0.01329579,0.017535506,0.07731164,0.08661821,0.9300246,0.044908978,0.12942566,0.7130312,0.05690553,0.012334086,0.011992225,0.0017662446,0.0057842997,0.003193398,0.14814731,0.084858656,0.0056484938,0.046106588
ENSP00000362730,0.9752927,0.009940506,0.75564456,0.034099396,0.29068542,0.8424463,0.019615605,0.16566187,0.7486059,0.98611075,0.01587968,0.49810582,0.697663,0.7454208,0.50447434,0.76397943,0.8333594,0.9959831,0.85874426,0.11121256,0.035576887,0.034274932,0.045437727,0.38968766,0.28572187,0.5991494,0.017534267,0.101812564
ENSP00000479104,0.9944083,0.072248206,0.71013165,0.66396266,0.52517956,0.6367334,0.061218586,0.21527493,0.8121098,0.0011181453,0.49462616,0.8183853,0.45913303,0.82923704,0.93040043,0.8201885,0.88713765,0.05479895,0.8821712,0.0994815,0.2540939,0.14645061,0.0012406142,0.066092364,0.8242985,0.7805757,0.14261478,0.9855908
ENSP00000315137,0.34772,0.006316726,0.3022492,0.06802594,0.54517126,0.66463184,0.60953045,0.8777879,0.72895926,0.36350605,0.9117054,0.634018,0.5604751,0.8023217,0.3374566,0.48945215,0.826293,0.01581102,0.7662717,0.02339401,0.16997996,0.01709434,0.00025701834,0.00422231,0.09863496,0.6931222,0.55546755,0.924442
ENSP00000348380,0.082312405,0.006781794,0.52123165,0.012442631,0.23682068,0.31524077,0.90758824,0.5721122,0.25736377,0.48906663,0.13141522,0.1363857,0.51037824,0.26492327,0.6187102,0.33273184,0.5850251,0.22024156,0.3385492,0.009734852,0.014796571,0.005677601,0.010810267,0.010409199,0.1735172,0.52706516,0.3461276,0.2645995
ENSP00000387435,0.82017845,0.06714476,0.94681484,0.14278151,0.8997452,0.9908759,0.38942164,0.2351651,0.9717205,0.657137,0.79254884,0.9914003,0.9123802,0.9745544,0.9080247,0.9263547,0.8765792,0.016667422,0.9558067,0.083770946,0.8075971,0.0075118933,0.001512101,0.33672234,0.8126418,0.962765,0.9028494,0.87163943
ENSP00000453076,0.8836908,0.032351166,0.6236585,0.015581958,0.1302501,0.3109071,0.49902546,0.021097895,0.75673836,0.038699217,0.40258345,0.41929647,0.26256227,0.802175,0.9775905,0.6732523,0.7861122,0.0030777897,0.7071939,0.005902639,0.516108,0.008268869,0.00900902,0.05863101,0.7901255,0.6648506,0.9858155,0.29242215
ENSP00000483056,0.9766163,0.18184543,0.89221215,0.27517572,0.9292309,0.97139424,0.061806265,0.0019696257,0.9710668,0.8418378,0.0102972435,0.61829084,0.80453134,0.98939943,0.9776104,0.9326509,0.88879967,0.00042929445,0.9738619,0.3563547,0.55760384,0.039403994,0.0044105616,0.9281846,0.99991226,0.9753138,0.005909398,0.0040839934
ENSP00000346127,0.99983215,0.6577424,0.89648676,0.69026405,0.7594221,0.9210704,0.12916909,0.089344315,0.95678294,0.42161304,0.63119256,0.893518,0.718225,0.9546066,0.96528405,0.8970448,0.90631276,0.03043209,0.9442432,0.42623413,0.88335717,0.052952968,0.00043822522,0.35428664,0.9764763,0.89457506,0.1587707,0.85769486
ENSP00000373343,0.9994449,0.43849233,0.73589677,0.9096921,0.31282714,0.80641663,0.2638879,0.316522,0.9314279,0.0017577924,0.90195984,0.76318765,0.71502167,0.90827566,0.8057143,0.85035604,0.90164083,0.017381513,0.92471695,0.13445294,0.78555954,0.2917082,0.014962623,0.1769583,0.72507507,0.9188743,0.077690214,0.8282255
ENSP00000240662,0.96443117,0.44245133,0.62919116,0.21165532,0.5435835,0.95714116,0.14560096,0.19773166,0.95148337,0.18227163,0.8288128,0.79628986,0.6645674,0.9552414,0.9970477,0.86692655,0.8732509,0.024607375,0.91561186,0.25191784,0.5003361,0.10364124,0.008488585,0.2880819,0.519415,0.89700204,0.6240811,0.95551383
ENSP00000358059,0.9362587,0.0009832212,0.84624124,0.10945172,0.8017172,0.90869576,0.92265654,0.69326836,0.856951,0.98865724,0.078741044,0.47883385,0.6474797,0.8520082,0.7608916,0.7951908,0.8641366,0.9251657,0.92067724,0.03364114,0.01573785,0.0038995985,0.00088797876,0.4966936,0.021046821,0.58280915,0.020758381,0.5853065
ENSP00000361915,0.9784476,0.54545796,0.97694796,0.09130006,0.9421258,0.9961135,0.531999,0.34802896,0.98099464,0.8956249,0.7058092,0.93179154,0.9626054,0.9893589,0.9823141,0.95489633,0.9109134,0.005697461,0.96936506,0.20774105,0.79188246,0.016969902,0.00024918246,0.68664134,0.9737543,0.9716802,0.63928616,0.78673553
ENSP00000268389,0.9706105,0.078440234,0.56603974,0.008546717,0.7785283,0.79561853,0.29197997,0.7244373,0.7868926,0.2899447,0.51656175,0.4268669,0.67826545,0.8614835,0.8417733,0.74107224,0.87647605,0.02683717,0.89289194,0.70877,0.58029103,0.0111266915,0.007785145,0.62547517,0.32719845,0.7759922,0.9105896,0.87536573
ENSP00000448219,0.6784106,0.07987098,0.6006695,0.020113459,0.29811922,0.200828,0.1463051,0.12121023,0.79307204,0.0011831946,0.27848622,0.62915075,0.29298115,0.85639185,0.3389016,0.6566472,0.79413533,0.0011946805,0.7590283,0.32806787,0.73160905,0.0022122806,0.0021539573,0.030509854,0.84951,0.55744517,0.98261607,0.9901572
